artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,track_name,track_preview_url,track_number,type,track_uri,is_local,external_urls.spotify,album_name,key_name,mode_name,key_mode
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.629,0.663,9,-10.516,1,0.0283,0.28,0.711,0.0811,0.49,139.982,0dQ5jI1SGoAX2QT6N95tad,https://api.spotify.com/v1/audio-analysis/0dQ5jI1SGoAX2QT6N95tad,4,,,2,269186,FALSE,https://api.spotify.com/v1/tracks/0dQ5jI1SGoAX2QT6N95tad,Firefly - Bravado Dubstep Remix,https://p.scdn.co/mp3-preview/646bd661acdd7bef59e48da63c3d6a6847c50c17?cid=39ca24fb42024ceb99322b3dbd28edc3,8,track,spotify:track:0dQ5jI1SGoAX2QT6N95tad,FALSE,https://open.spotify.com/track/0dQ5jI1SGoAX2QT6N95tad,5,A,major,A major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.559,0.283,4,-9.827,1,0.0323,0.632,0.00127,0.126,0.188,82.552,5JTTFF4bKTIqrhRmmOgXXo,https://api.spotify.com/v1/audio-analysis/5JTTFF4bKTIqrhRmmOgXXo,4,,,3,163272,FALSE,https://api.spotify.com/v1/tracks/5JTTFF4bKTIqrhRmmOgXXo,Fall,https://p.scdn.co/mp3-preview/7fe61a2c36fc41455bdb61187f08dd7b6b1bf8cd?cid=39ca24fb42024ceb99322b3dbd28edc3,1,track,spotify:track:5JTTFF4bKTIqrhRmmOgXXo,FALSE,https://open.spotify.com/track/5JTTFF4bKTIqrhRmmOgXXo,5,E,major,E major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.602,0.286,3,-9.886,1,0.0296,0.772,0,0.162,0.379,102.009,4I7VRMbaqi6GdSkaSxe1he,https://api.spotify.com/v1/audio-analysis/4I7VRMbaqi6GdSkaSxe1he,4,,,3,144013,FALSE,https://api.spotify.com/v1/tracks/4I7VRMbaqi6GdSkaSxe1he,Fire Alarms,https://p.scdn.co/mp3-preview/935fe73980451d78a068a1a2c53951346b377731?cid=39ca24fb42024ceb99322b3dbd28edc3,2,track,spotify:track:4I7VRMbaqi6GdSkaSxe1he,FALSE,https://open.spotify.com/track/4I7VRMbaqi6GdSkaSxe1he,5,D#,major,D# major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.68,0.248,11,-11.592,1,0.031,0.838,4.86e-6,0.0907,0.275,119.944,0xaPq2EZ9pQ9vLuxy6MCHH,https://api.spotify.com/v1/audio-analysis/0xaPq2EZ9pQ9vLuxy6MCHH,4,,,3,183000,FALSE,https://api.spotify.com/v1/tracks/0xaPq2EZ9pQ9vLuxy6MCHH,Where We Land,https://p.scdn.co/mp3-preview/edc0eab7ffb8c74c26ac555584ab9793ee272d37?cid=39ca24fb42024ceb99322b3dbd28edc3,3,track,spotify:track:0xaPq2EZ9pQ9vLuxy6MCHH,FALSE,https://open.spotify.com/track/0xaPq2EZ9pQ9vLuxy6MCHH,5,B,major,B major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.544,0.529,6,-6.753,1,0.0256,0.453,0,0.131,0.403,92.936,4THoSHxiabL1rd59iVWu2T,https://api.spotify.com/v1/audio-analysis/4THoSHxiabL1rd59iVWu2T,4,,,3,254226,FALSE,https://api.spotify.com/v1/tracks/4THoSHxiabL1rd59iVWu2T,Cold Coffee,https://p.scdn.co/mp3-preview/62b6acff40cf41a59c8d80d21db92ec3ec351e3f?cid=39ca24fb42024ceb99322b3dbd28edc3,4,track,spotify:track:4THoSHxiabL1rd59iVWu2T,FALSE,https://open.spotify.com/track/4THoSHxiabL1rd59iVWu2T,5,F#,major,F# major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.573,0.344,9,-10.91,1,0.0361,0.811,0,0.13,0.377,157.783,3ICdPHubhqTJ4Lm9NEb2W3,https://api.spotify.com/v1/audio-analysis/3ICdPHubhqTJ4Lm9NEb2W3,3,,,3,244653,FALSE,https://api.spotify.com/v1/tracks/3ICdPHubhqTJ4Lm9NEb2W3,She,https://p.scdn.co/mp3-preview/97c9405ff306d4f75b3702a5a1f5fd13ec2bfa7b?cid=39ca24fb42024ceb99322b3dbd28edc3,5,track,spotify:track:3ICdPHubhqTJ4Lm9NEb2W3,FALSE,https://open.spotify.com/track/3ICdPHubhqTJ4Lm9NEb2W3,5,A,major,A major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.402,0.339,9,-9.574,1,0.0498,0.728,0,0.833,0.496,83.194,3nwbntyppUfLEMorPB40HN,https://api.spotify.com/v1/audio-analysis/3nwbntyppUfLEMorPB40HN,4,,,4,322933,FALSE,https://api.spotify.com/v1/tracks/3nwbntyppUfLEMorPB40HN,The A Team - Live at the Bedford,https://p.scdn.co/mp3-preview/64c3ab4549d5fbcb263dee906819e96b8e0ef53f?cid=39ca24fb42024ceb99322b3dbd28edc3,1,track,spotify:track:3nwbntyppUfLEMorPB40HN,FALSE,https://open.spotify.com/track/3nwbntyppUfLEMorPB40HN,5,A,major,A major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.601,0.879,9,-5.215,1,0.0945,0.62,0,0.464,0.713,99.377,0ewWskuCnqrTFvMUqtAQwF,https://api.spotify.com/v1/audio-analysis/0ewWskuCnqrTFvMUqtAQwF,4,,,4,225013,FALSE,https://api.spotify.com/v1/tracks/0ewWskuCnqrTFvMUqtAQwF,Homeless - Live at the Bedford,https://p.scdn.co/mp3-preview/3a12a4a9367b0efd037b5de894b394bb9f15e525?cid=39ca24fb42024ceb99322b3dbd28edc3,2,track,spotify:track:0ewWskuCnqrTFvMUqtAQwF,FALSE,https://open.spotify.com/track/0ewWskuCnqrTFvMUqtAQwF,5,A,major,A major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.602,0.8,7,-5.91,1,0.0734,0.545,0,0.656,0.81,109.921,4HQcJua3wHJLvBvc3gKJTr,https://api.spotify.com/v1/audio-analysis/4HQcJua3wHJLvBvc3gKJTr,4,,,4,307760,FALSE,https://api.spotify.com/v1/tracks/4HQcJua3wHJLvBvc3gKJTr,The City - Live at the Bedford,https://p.scdn.co/mp3-preview/bce320240c076d49769af42aec1b24cd55e845ea?cid=39ca24fb42024ceb99322b3dbd28edc3,3,track,spotify:track:4HQcJua3wHJLvBvc3gKJTr,FALSE,https://open.spotify.com/track/4HQcJua3wHJLvBvc3gKJTr,5,G,major,G major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.494,0.0964,4,-16.691,1,0.0532,0.807,7.13e-5,0.936,0.393,86.676,1lG7S133U7vKOXy0n8WeEL,https://api.spotify.com/v1/audio-analysis/1lG7S133U7vKOXy0n8WeEL,4,,,4,151173,FALSE,https://api.spotify.com/v1/tracks/1lG7S133U7vKOXy0n8WeEL,Fall - Live at the Bedford,https://p.scdn.co/mp3-preview/d7d0a17d040c5d1285687c0965d8fc5fdfb05364?cid=39ca24fb42024ceb99322b3dbd28edc3,4,track,spotify:track:1lG7S133U7vKOXy0n8WeEL,FALSE,https://open.spotify.com/track/1lG7S133U7vKOXy0n8WeEL,5,E,major,E major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.616,0.141,9,-17.161,1,0.532,0.792,0,0.897,0.361,107.874,2c3PILT3ocB6B47pNzi9qs,https://api.spotify.com/v1/audio-analysis/2c3PILT3ocB6B47pNzi9qs,4,,,4,300680,FALSE,https://api.spotify.com/v1/tracks/2c3PILT3ocB6B47pNzi9qs,Wake Me Up - Live at the Bedford,https://p.scdn.co/mp3-preview/0613963774cb165411f21b16f1c917e4e00b79a5?cid=39ca24fb42024ceb99322b3dbd28edc3,5,track,spotify:track:2c3PILT3ocB6B47pNzi9qs,FALSE,https://open.spotify.com/track/2c3PILT3ocB6B47pNzi9qs,5,A,major,A major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.506,0.911,0,-4.779,1,0.23,0.48,0,0.696,0.781,105.475,2GGOQWJo7FGEQojc7baekK,https://api.spotify.com/v1/audio-analysis/2GGOQWJo7FGEQojc7baekK,4,,,4,590333,FALSE,https://api.spotify.com/v1/tracks/2GGOQWJo7FGEQojc7baekK,"You Need Me, I Don't Need You - Live at the Bedford",https://p.scdn.co/mp3-preview/ac6f331ae1f0cebba215550e0e1839032f8455c4?cid=39ca24fb42024ceb99322b3dbd28edc3,6,track,spotify:track:2GGOQWJo7FGEQojc7baekK,FALSE,https://open.spotify.com/track/2GGOQWJo7FGEQojc7baekK,5,C,major,C major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.718,0.82,4,-5.552,0,0.103,0.0928,0,0.391,0.329,90.013,5cth8vxCckeYgE10nX58re,https://api.spotify.com/v1/audio-analysis/5cth8vxCckeYgE10nX58re,4,,,5,271333,FALSE,https://api.spotify.com/v1/tracks/5cth8vxCckeYgE10nX58re,Lately (feat. Devlin),https://p.scdn.co/mp3-preview/aa3772f75350bea4a95a96fe00ec8fd197e53e30?cid=39ca24fb42024ceb99322b3dbd28edc3,1,track,spotify:track:5cth8vxCckeYgE10nX58re,FALSE,https://open.spotify.com/track/5cth8vxCckeYgE10nX58re,5,E,minor,E minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.799,0.532,1,-9.472,0,0.0707,0.386,1.7e-4,0.0978,0.189,100.032,6dSgNLxLDgTaPQlB15yOOK,https://api.spotify.com/v1/audio-analysis/6dSgNLxLDgTaPQlB15yOOK,4,,,5,201586,FALSE,https://api.spotify.com/v1/tracks/6dSgNLxLDgTaPQlB15yOOK,You (feat. Wiley),https://p.scdn.co/mp3-preview/758af2c02350282807156cdca34045c31c4626dd?cid=39ca24fb42024ceb99322b3dbd28edc3,2,track,spotify:track:6dSgNLxLDgTaPQlB15yOOK,FALSE,https://open.spotify.com/track/6dSgNLxLDgTaPQlB15yOOK,5,C#,minor,C# minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.476,0.704,9,-5.411,0,0.278,0.515,0,0.094,0.297,140.396,77m6ySUV5ZpOdaIsygDYMZ,https://api.spotify.com/v1/audio-analysis/77m6ySUV5ZpOdaIsygDYMZ,4,,,5,254906,FALSE,https://api.spotify.com/v1/tracks/77m6ySUV5ZpOdaIsygDYMZ,Family (feat. P Money),https://p.scdn.co/mp3-preview/9a15e5547d134e55c8d36bb1db7a4a3f545b114b?cid=39ca24fb42024ceb99322b3dbd28edc3,3,track,spotify:track:77m6ySUV5ZpOdaIsygDYMZ,FALSE,https://open.spotify.com/track/77m6ySUV5ZpOdaIsygDYMZ,5,A,minor,A minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.693,0.833,6,-5.408,0,0.263,0.214,0,0.117,0.759,99.901,3MUKlVjVJBvPf4flrDq8KB,https://api.spotify.com/v1/audio-analysis/3MUKlVjVJBvPf4flrDq8KB,4,,,5,222653,FALSE,https://api.spotify.com/v1/tracks/3MUKlVjVJBvPf4flrDq8KB,Radio (feat. JME),https://p.scdn.co/mp3-preview/4ef7982e1f8e6e1882b46e41b5a88a624d8a0702?cid=39ca24fb42024ceb99322b3dbd28edc3,4,track,spotify:track:3MUKlVjVJBvPf4flrDq8KB,FALSE,https://open.spotify.com/track/3MUKlVjVJBvPf4flrDq8KB,5,F#,minor,F# minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.437,0.5,9,-7.103,1,0.105,0.731,0,0.157,0.437,85.293,7bXTXa2zmMuRZPCBEWcjHw,https://api.spotify.com/v1/audio-analysis/7bXTXa2zmMuRZPCBEWcjHw,4,,,5,328653,FALSE,https://api.spotify.com/v1/tracks/7bXTXa2zmMuRZPCBEWcjHw,Little Lady (feat. Mikill Pane),https://p.scdn.co/mp3-preview/771b3450b26325ce9312b67cc6075b338ca3daa0?cid=39ca24fb42024ceb99322b3dbd28edc3,5,track,spotify:track:7bXTXa2zmMuRZPCBEWcjHw,FALSE,https://open.spotify.com/track/7bXTXa2zmMuRZPCBEWcjHw,5,A,major,A major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.511,0.91,11,-6.186,0,0.116,0.0282,0,0.127,0.426,140.147,0dNt7lZks5TVxiGaCIY1yZ,https://api.spotify.com/v1/audio-analysis/0dNt7lZks5TVxiGaCIY1yZ,4,,,5,261440,TRUE,https://api.spotify.com/v1/tracks/0dNt7lZks5TVxiGaCIY1yZ,Drown Me Out (feat. Ghetts) - + Ghetts,https://p.scdn.co/mp3-preview/ca65380ef0962a5fae01941b15b11b3dbe0497e3?cid=39ca24fb42024ceb99322b3dbd28edc3,6,track,spotify:track:0dNt7lZks5TVxiGaCIY1yZ,FALSE,https://open.spotify.com/track/0dNt7lZks5TVxiGaCIY1yZ,5,B,minor,B minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.855,0.678,9,-6.864,1,0.052,0.101,0.00232,0.0964,0.429,120.012,4SVST4FR6Gj74UJCzCiOSX,https://api.spotify.com/v1/audio-analysis/4SVST4FR6Gj74UJCzCiOSX,4,,,5,243000,FALSE,https://api.spotify.com/v1/tracks/4SVST4FR6Gj74UJCzCiOSX,"Nightmares (feat. Random Impulse, Sway & Wretch 32)",https://p.scdn.co/mp3-preview/0a1965c7d00906dcdd8a3c156aca2762b4b70d03?cid=39ca24fb42024ceb99322b3dbd28edc3,7,track,spotify:track:4SVST4FR6Gj74UJCzCiOSX,FALSE,https://open.spotify.com/track/4SVST4FR6Gj74UJCzCiOSX,5,A,major,A major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2hyDesSAYNefikDJXlqhPE,album,,2014-06-20,2014,day,0.64,0.664,1,-7.812,1,0.152,0.267,0,0.329,0.275,140.007,1O5u4AShfndSLCnVqlV0h2,https://api.spotify.com/v1/audio-analysis/1O5u4AShfndSLCnVqlV0h2,4,,,5,330200,FALSE,https://api.spotify.com/v1/tracks/1O5u4AShfndSLCnVqlV0h2,Goodbye to You (feat. Dot Rotten),https://p.scdn.co/mp3-preview/d4cd3bd39b33bf6e39c29debabeb3c3ada30d8db?cid=39ca24fb42024ceb99322b3dbd28edc3,8,track,spotify:track:1O5u4AShfndSLCnVqlV0h2,FALSE,https://open.spotify.com/track/1O5u4AShfndSLCnVqlV0h2,5,C#,major,C# major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.464,0.321,2,-11.12,1,0.0418,0.877,0,0.0789,0.306,93.528,0A2J5TumCpT4aJVvQHNEQW,https://api.spotify.com/v1/audio-analysis/0A2J5TumCpT4aJVvQHNEQW,4,,,1,252760,FALSE,https://api.spotify.com/v1/tracks/0A2J5TumCpT4aJVvQHNEQW,One,https://p.scdn.co/mp3-preview/9a27ec964aaa90ead0b17b558161230ba82e16d2?cid=39ca24fb42024ceb99322b3dbd28edc3,1,track,spotify:track:0A2J5TumCpT4aJVvQHNEQW,FALSE,https://open.spotify.com/track/0A2J5TumCpT4aJVvQHNEQW,x - Wembley Edition,D,major,D major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.697,0.377,3,-7.755,1,0.0397,0.556,0,0.0999,0.336,138.754,3KiktyOxQd2Z0bmnabgRq2,https://api.spotify.com/v1/audio-analysis/3KiktyOxQd2Z0bmnabgRq2,4,,,1,244573,FALSE,https://api.spotify.com/v1/tracks/3KiktyOxQd2Z0bmnabgRq2,I'm a Mess,https://p.scdn.co/mp3-preview/8d4a7f1439dfbaa016162e42c950f8bcc0872a2e?cid=39ca24fb42024ceb99322b3dbd28edc3,2,track,spotify:track:3KiktyOxQd2Z0bmnabgRq2,FALSE,https://open.spotify.com/track/3KiktyOxQd2Z0bmnabgRq2,x - Wembley Edition,D#,major,D# major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-6,0.0601,0.939,119.988,6u0oHknFYrnUd42A6rvFly,https://api.spotify.com/v1/audio-analysis/6u0oHknFYrnUd42A6rvFly,4,,,1,235382,FALSE,https://api.spotify.com/v1/tracks/6u0oHknFYrnUd42A6rvFly,Sing,https://p.scdn.co/mp3-preview/6427953465d954b73d4b2bebec48d01b806ba8f4?cid=39ca24fb42024ceb99322b3dbd28edc3,3,track,spotify:track:6u0oHknFYrnUd42A6rvFly,FALSE,https://open.spotify.com/track/6u0oHknFYrnUd42A6rvFly,x - Wembley Edition,G#,minor,G# minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,6gTJaPuj8DT8RjuDJyBgzP,https://api.spotify.com/v1/audio-analysis/6gTJaPuj8DT8RjuDJyBgzP,4,,,1,219840,FALSE,https://api.spotify.com/v1/tracks/6gTJaPuj8DT8RjuDJyBgzP,Don't,https://p.scdn.co/mp3-preview/100a33b4b33fcde83e3fa0c6e25aa497f2220fde?cid=39ca24fb42024ceb99322b3dbd28edc3,4,track,spotify:track:6gTJaPuj8DT8RjuDJyBgzP,FALSE,https://open.spotify.com/track/6gTJaPuj8DT8RjuDJyBgzP,x - Wembley Edition,C#,major,C# major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.791,0.669,6,-7.189,0,0.146,0.175,0,0.33,0.809,92.013,3THTZMkVV2onr7xM5yb6WZ,https://api.spotify.com/v1/audio-analysis/3THTZMkVV2onr7xM5yb6WZ,4,,,1,225533,FALSE,https://api.spotify.com/v1/tracks/3THTZMkVV2onr7xM5yb6WZ,Nina,https://p.scdn.co/mp3-preview/1aca888d3eab4bda6b5d93e2b586dbe6bf5ffd5f?cid=39ca24fb42024ceb99322b3dbd28edc3,5,track,spotify:track:3THTZMkVV2onr7xM5yb6WZ,FALSE,https://open.spotify.com/track/3THTZMkVV2onr7xM5yb6WZ,x - Wembley Edition,F#,minor,F# minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.614,0.379,4,-10.48,1,0.0476,0.607,4.64e-4,0.0986,0.201,107.989,6fxVffaTuwjgEk5h9QyRjy,https://api.spotify.com/v1/audio-analysis/6fxVffaTuwjgEk5h9QyRjy,4,,,1,258986,FALSE,https://api.spotify.com/v1/tracks/6fxVffaTuwjgEk5h9QyRjy,Photograph,https://p.scdn.co/mp3-preview/d90f4e5f15d8ed411307945560b1db8cca6b253b?cid=39ca24fb42024ceb99322b3dbd28edc3,6,track,spotify:track:6fxVffaTuwjgEk5h9QyRjy,FALSE,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,x - Wembley Edition,E,major,E major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.66,0.316,3,-11.567,0,0.0364,0.529,2.94e-4,0.104,0.543,91.207,5mxTOMM0NiRud8VdBxbA2o,https://api.spotify.com/v1/audio-analysis/5mxTOMM0NiRud8VdBxbA2o,4,,,1,300253,FALSE,https://api.spotify.com/v1/tracks/5mxTOMM0NiRud8VdBxbA2o,Bloodstream,https://p.scdn.co/mp3-preview/ef55bc7502630f64512534026e7b80580a14875e?cid=39ca24fb42024ceb99322b3dbd28edc3,7,track,spotify:track:5mxTOMM0NiRud8VdBxbA2o,FALSE,https://open.spotify.com/track/5mxTOMM0NiRud8VdBxbA2o,x - Wembley Edition,D#,minor,D# minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.53,0.346,8,-10.497,1,0.0376,0.697,1.07e-5,0.105,0.359,121.876,6vSwxzO2Qf4BinHSXRwZJe,https://api.spotify.com/v1/audio-analysis/6vSwxzO2Qf4BinHSXRwZJe,4,,,1,241346,FALSE,https://api.spotify.com/v1/tracks/6vSwxzO2Qf4BinHSXRwZJe,Tenerife Sea,https://p.scdn.co/mp3-preview/7f1ba691113b6393f373e763ea0a2261c9215a8b?cid=39ca24fb42024ceb99322b3dbd28edc3,8,track,spotify:track:6vSwxzO2Qf4BinHSXRwZJe,FALSE,https://open.spotify.com/track/6vSwxzO2Qf4BinHSXRwZJe,x - Wembley Edition,G#,major,G# major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.767,0.449,8,-7.158,0,0.0364,0.024,2.99e-4,0.151,0.908,95.03,2CW1geAxlM04INRmcoytvW,https://api.spotify.com/v1/audio-analysis/2CW1geAxlM04INRmcoytvW,4,,,1,205133,FALSE,https://api.spotify.com/v1/tracks/2CW1geAxlM04INRmcoytvW,Runaway,https://p.scdn.co/mp3-preview/60f35de886cf0049e302526231ef0f8f623a703b?cid=39ca24fb42024ceb99322b3dbd28edc3,9,track,spotify:track:2CW1geAxlM04INRmcoytvW,FALSE,https://open.spotify.com/track/2CW1geAxlM04INRmcoytvW,x - Wembley Edition,G#,minor,G# minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.759,0.725,11,-7.006,0,0.158,0.576,0,0.0771,0.619,87.467,124Ym5jD2no2GAjZiEbw94,https://api.spotify.com/v1/audio-analysis/124Ym5jD2no2GAjZiEbw94,4,,,1,250426,FALSE,https://api.spotify.com/v1/tracks/124Ym5jD2no2GAjZiEbw94,The Man,https://p.scdn.co/mp3-preview/e028e06830a0c06b3c6d6e31fe38888cac39d309?cid=39ca24fb42024ceb99322b3dbd28edc3,10,track,spotify:track:124Ym5jD2no2GAjZiEbw94,FALSE,https://open.spotify.com/track/124Ym5jD2no2GAjZiEbw94,x - Wembley Edition,B,minor,B minor
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/audio-analysis/1Slwb6dOYkBlWal1PGtnNg,4,,,1,281560,FALSE,https://api.spotify.com/v1/tracks/1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,https://p.scdn.co/mp3-preview/7b5d54ffb3c4e5c28adafe19532de22508d62851?cid=39ca24fb42024ceb99322b3dbd28edc3,11,track,spotify:track:1Slwb6dOYkBlWal1PGtnNg,FALSE,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,x - Wembley Edition,D,major,D major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.552,0.637,5,-6.568,1,0.0445,0.464,1.63e-5,0.136,0.333,97.97,6Tb6jpTsEMuBnxYo2HuSiK,https://api.spotify.com/v1/audio-analysis/6Tb6jpTsEMuBnxYo2HuSiK,4,,,1,314280,FALSE,https://api.spotify.com/v1/tracks/6Tb6jpTsEMuBnxYo2HuSiK,Afire Love,https://p.scdn.co/mp3-preview/bcee161dccd2ae3df26775624060b74bfeb2adcb?cid=39ca24fb42024ceb99322b3dbd28edc3,12,track,spotify:track:6Tb6jpTsEMuBnxYo2HuSiK,FALSE,https://open.spotify.com/track/6Tb6jpTsEMuBnxYo2HuSiK,x - Wembley Edition,F,major,F major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.754,0.613,5,-6.342,1,0.229,0.318,0,0.335,0.904,113.196,3zvc53juLgo3LibcwGBDqn,https://api.spotify.com/v1/audio-analysis/3zvc53juLgo3LibcwGBDqn,4,,,1,208400,FALSE,https://api.spotify.com/v1/tracks/3zvc53juLgo3LibcwGBDqn,Take It Back,https://p.scdn.co/mp3-preview/4de2f559b61f67256468b7ffa6262d0f828090aa?cid=39ca24fb42024ceb99322b3dbd28edc3,13,track,spotify:track:3zvc53juLgo3LibcwGBDqn,FALSE,https://open.spotify.com/track/3zvc53juLgo3LibcwGBDqn,x - Wembley Edition,F,major,F major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.752,0.76,2,-5.34,1,0.0341,0.319,0,0.335,0.752,107.034,3hRWv9DGBOc1ge8nMolCHp,https://api.spotify.com/v1/audio-analysis/3hRWv9DGBOc1ge8nMolCHp,4,,,1,190226,FALSE,https://api.spotify.com/v1/tracks/3hRWv9DGBOc1ge8nMolCHp,Shirtsleeves,https://p.scdn.co/mp3-preview/41c4aa2f9c9b5d4416ed854986b282c04b930671?cid=39ca24fb42024ceb99322b3dbd28edc3,14,track,spotify:track:3hRWv9DGBOc1ge8nMolCHp,FALSE,https://open.spotify.com/track/3hRWv9DGBOc1ge8nMolCHp,x - Wembley Edition,D,major,D major
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,6NoBzYmh5gUusGPCfg0pct,album,,2013,2013,year,0.58,0.318,2,-8.926,1,0.0279,0.756,1.71e-4,0.117,0.295,129.757,7Clb8su2UxUJ4CQUtDW2UZ,https://api.spotify.com/v1/audio-analysis/7Clb8su2UxUJ4CQUtDW2UZ,3,,,1,228533,FALSE,https://api.spotify.com/v1/tracks/7Clb8su2UxUJ4CQUtDW2UZ,Even My Dad Does Sometimes,https://p.scdn.co/mp3-preview/a309ffd14ba1c4a1c44d66619f10038da5bbee6a?cid=39ca24fb42024ceb99322b3dbd28edc3,15,track,spotify:track:7Clb8su2UxUJ4CQUtDW2UZ,FALSE,https://open.spotify.com/track/7Clb8su2UxUJ4CQUtDW2UZ,x - Wembley Edition,D,major,D major
